-0.939394 -1.000000 1.000000 1.000000 -0.922013 0.213657
-0.919192 -1.000000 1.000000 1.000000 -0.922013 0.160475
-0.893939 -1.000000 1.000000 1.000000 -0.922013 0.200362
-0.858586 -1.000000 1.000000 1.000000 -0.922013 0.287579
-0.818182 -1.000000 1.000000 1.000000 -0.922013 0.280666
-0.767677 -1.000000 1.000000 1.000000 -0.922013 0.180153
-0.702020 -1.000000 1.000000 1.000000 -0.922013 0.160475
-0.515152 -1.000000 1.000000 1.000000 -0.922013 -0.046933
-0.383838 -1.000000 1.000000 1.000000 -0.922013 -0.140532
-0.212121 -1.000000 1.000000 1.000000 -0.922013 -0.267636
-0.010101 -1.000000 1.000000 1.000000 -0.922013 -0.361236
0.595960 -1.000000 1.000000 1.000000 -0.922013 -0.715957
-0.969697 -1.000000 1.000000 0.202020 -0.916221 0.225091
-0.956566 -1.000000 1.000000 0.202020 -0.916221 0.293164
-0.939394 -1.000000 1.000000 0.202020 -0.916221 0.313904
-0.919192 -1.000000 1.000000 0.202020 -0.916221 0.254341
-0.893939 -1.000000 1.000000 0.202020 -0.916221 0.207541
-0.858586 -1.000000 1.000000 0.202020 -0.916221 0.255405
-0.818182 -1.000000 1.000000 0.202020 -0.916221 0.235727
-0.767677 -1.000000 1.000000 0.202020 -0.916221 0.102242
-0.702020 -1.000000 1.000000 0.202020 -0.916221 0.055974
-0.616162 -1.000000 1.000000 0.202020 -0.916221 -0.057303
-0.515152 -1.000000 1.000000 0.202020 -0.916221 -0.137076
-0.383838 -1.000000 1.000000 0.202020 -0.916221 -0.223762
-0.212121 -1.000000 1.000000 0.202020 -0.916221 -0.303534
-0.010101 -1.000000 1.000000 0.202020 -0.916221 -0.484351
0.242424 -1.000000 1.000000 0.202020 -0.916221 -0.590714
-1.000000 -1.000000 1.000000 -0.601010 -0.906913 -0.215625
-0.994949 -1.000000 1.000000 -0.601010 -0.906913 -0.152339
-0.988384 -1.000000 1.000000 -0.601010 -0.906913 0.031670
-0.979798 -1.000000 1.000000 -0.601010 -0.906913 0.139628
-0.969697 -1.000000 1.000000 -0.601010 -0.906913 0.253969
-0.956566 -1.000000 1.000000 -0.601010 -0.906913 0.342782
-0.919192 -1.000000 1.000000 -0.601010 -0.906913 0.303959
-0.893939 -1.000000 1.000000 -0.601010 -0.906913 0.176324
-0.858586 -1.000000 1.000000 -0.601010 -0.906913 0.099210
-0.818182 -1.000000 1.000000 -0.601010 -0.906913 0.080065
-0.702020 -1.000000 1.000000 -0.601010 -0.906913 -0.099157
-0.616162 -1.000000 1.000000 -0.601010 -0.906913 -0.157125
-0.383838 -1.000000 1.000000 -0.601010 -0.906913 -0.316670
-0.212121 -1.000000 1.000000 -0.601010 -0.906913 -0.393783
-0.010101 -1.000000 1.000000 -0.601010 -0.906913 -0.534182
0.242424 -1.000000 1.000000 -0.601010 -0.906913 -0.668200
-1.000000 -1.000000 1.000000 -1.000000 -0.899604 -0.265296
-0.988384 -1.000000 1.000000 -1.000000 -0.899604 0.030925
-0.979798 -1.000000 1.000000 -1.000000 -0.899604 0.152179
-0.969697 -1.000000 1.000000 -1.000000 -0.899604 0.272901
-0.939394 -1.000000 1.000000 -1.000000 -0.899604 0.375010
-0.919192 -1.000000 1.000000 -1.000000 -0.899604 0.275560
-0.893939 -1.000000 1.000000 -1.000000 -0.899604 0.115484
-0.858586 -1.000000 1.000000 -1.000000 -0.899604 0.009652
-0.818182 -1.000000 1.000000 -1.000000 -0.899604 0.010184
-0.767677 -1.000000 1.000000 -1.000000 -0.899604 -0.075970
-0.616162 -1.000000 1.000000 -1.000000 -0.899604 -0.214774
-0.515152 -1.000000 1.000000 -1.000000 -0.899604 -0.347728
-0.383838 -1.000000 1.000000 -1.000000 -0.899604 -0.447177
-0.212121 -1.000000 1.000000 -1.000000 -0.899604 -0.620549
-0.010101 -1.000000 1.000000 -1.000000 -0.899604 -0.740208
-0.939394 -0.864865 1.000000 1.000000 -0.897742 0.262637
-0.919192 -0.864865 1.000000 1.000000 -0.897742 0.202542
-0.893939 -0.864865 1.000000 1.000000 -0.897742 0.196160
-0.818182 -0.864865 1.000000 1.000000 -0.897742 0.237110
-0.767677 -0.864865 1.000000 1.000000 -0.897742 0.123833
-0.702020 -0.864865 1.000000 1.000000 -0.897742 0.064270
-0.616162 -0.864865 1.000000 1.000000 -0.897742 -0.022416
-0.383838 -0.864865 1.000000 1.000000 -0.897742 -0.215997
-0.212121 -0.864865 1.000000 1.000000 -0.897742 -0.362246
-0.010101 -0.864865 1.000000 1.000000 -0.897742 -0.462228
0.242424 -0.864865 1.000000 1.000000 -0.897742 -0.689313
0.595960 -0.864865 1.000000 1.000000 -0.897742 -0.829713
-0.988384 -0.864865 1.000000 -0.601010 -0.878642 -0.017683
-0.979798 -0.864865 1.000000 -0.601010 -0.878642 0.096658
-0.969697 -0.864865 1.000000 -0.601010 -0.878642 0.238121
-0.956566 -0.864865 1.000000 -0.601010 -0.878642 0.325870
-0.939394 -0.864865 1.000000 -0.601010 -0.878642 0.353525
-0.919192 -0.864865 1.000000 -0.601010 -0.878642 0.287048
-0.893939 -0.864865 1.000000 -0.601010 -0.878642 0.161007
-0.858586 -0.864865 1.000000 -0.601010 -0.878642 0.001462
-0.818182 -0.864865 1.000000 -0.601010 -0.878642 -0.004387
-0.767677 -0.864865 1.000000 -0.601010 -0.878642 -0.063951
-0.616162 -0.864865 1.000000 -0.601010 -0.878642 -0.236259
-0.515152 -0.864865 1.000000 -0.601010 -0.878642 -0.316032
