-0.009671 0.229681 0.298825 0.834105 0.629082 -0.016342 0.422857 0.039563 -0.300093
0.229459 -0.191882 0.400553 -0.917115 -0.472170 -0.762163 -0.661145 -0.457531 -0.622311
0.995215 -0.824325 0.050266 0.912604 0.731660 -0.822905 0.995203 -0.597869 -0.324944
0.126960 0.573749 -0.863523 -0.051242 -0.621785 0.528342 -0.544759 0.592496 -0.359842
0.419987 0.076760 -0.005596 0.413252 0.399116 -0.411806 0.839265 -0.573302 -0.393589
0.963655 -0.138285 0.311353 0.361166 0.891580 0.242959 0.952539 -0.846581 -0.654523
0.028882 0.825942 0.026543 0.082471 0.502454 0.548373 -0.854057 0.126283 0.519503
0.162776 -0.309711 0.341498 -0.684222 -0.332673 0.096735 0.354080 0.075394 0.057602
0.334692 0.971287 -0.428866 -0.267179 -0.990993 -0.732405 -0.429163 -0.713964 -0.098641
-0.480152 0.978859 0.839010 0.461075 -0.229260 -0.795745 -0.611363 0.911238 -0.242293
-0.139182 -0.468726 -0.514606 0.028484 0.492518 -0.061416 0.616397 0.169087 0.677723
-0.307585 0.627079 -0.101941 -0.107389 0.539897 -0.139680 -0.271580 0.768653 0.269800
-0.447002 0.324553 -0.851379 -0.916746 0.755142 0.786727 -0.466609 -0.204120 0.782705
0.540425 0.191540 0.093034 -0.890389 0.002617 -0.760715 0.128285 -0.830103 -0.187244
-0.977926 0.821342 -0.105080 -0.066043 -0.369019 -0.483991 -0.851687 0.476716 -0.156103
-0.045472 -0.951100 0.380355 -0.265977 0.200566 -0.681486 -0.995361 -0.954274 -0.174962
0.562601 0.017823 0.604120 0.648839 0.198192 0.799708 0.602107 -0.840772 -0.525266
-0.285577 -0.603248 -0.806173 0.439929 0.319660 -0.644487 -0.419890 -0.708056 0.544017
-0.577261 -0.093731 -0.178856 0.548537 -0.378420 0.486039 -0.779232 0.119258 0.194696
-0.568549 0.661177 0.503465 -0.723596 0.218088 0.774029 0.574610 -0.064025 -0.399519
-0.145962 -0.617277 -0.406946 0.212199 0.666731 -0.131185 -0.493844 -0.109161 0.838789
-0.241359 0.136851 -0.764274 0.481093 0.223037 -0.463645 0.446324 -0.111543 0.363928
0.525372 -0.259012 -0.028556 0.157104 -0.166694 -0.804731 -0.302575 -0.111616 0.088863
0.053577 -0.993275 0.450914 0.812739 0.319541 -0.093137 0.677669 0.672215 -0.232486
-0.830414 -0.756616 0.417449 0.131015 -0.389782 0.851608 -0.614874 0.228871 0.170543
0.997874 0.451866 0.001224 0.500448 -0.730489 -0.569440 0.575345 0.758632 -0.232781
0.794994 -0.233021 0.931072 -0.660694 -0.389973 -0.479907 -0.136835 -0.495658 -0.321670
-0.754184 -0.196389 -0.050970 -0.968743 0.056415 -0.061738 -0.118507 -0.883896 0.413558
0.111329 -0.574793 -0.236224 -0.485342 -0.281187 0.452392 -0.126600 -0.906530 0.145961
-0.269846 0.106807 0.379071 -0.895987 0.246565 -0.614437 -0.132949 0.974366 -0.831880
-0.223348 0.835934 -0.981164 -0.118453 -0.762100 -0.571939 -0.816958 0.518749 0.629268
-0.764830 0.272877 0.921929 -0.798343 0.395124 -0.477049 0.607133 0.948276 -0.079832
-0.806050 -0.257101 0.297716 0.406754 -0.207661 -0.038990 0.043195 0.373910 0.085261
0.453814 -0.863562 -0.229624 -0.813695 -0.148478 0.688174 -0.763508 0.539048 -0.205700
-0.377482 -0.440524 0.048208 -0.718516 -0.722325 0.893591 -0.735945 -0.007868 0.087046
0.884489 0.574732 0.543602 -0.441682 0.806045 0.881843 0.011278 0.997749 -0.117492
0.379906 -0.361715 -0.504275 0.550043 0.259104 -0.700259 -0.743519 -0.339077 0.219612
-0.620554 -0.971710 -0.483353 0.576377 -0.038753 -0.634288 0.727141 0.724713 0.340576
-0.127620 -0.337896 -0.866769 -0.997359 0.402565 -0.133102 0.751170 -0.128360 0.579823
0.014582 -0.682170 -0.560494 0.734502 0.859381 -0.684562 0.543084 -0.526725 0.424534
-0.185281 -0.425708 0.691531 -0.343921 -0.249478 -0.880099 -0.280034 -0.623152 -0.021839
0.959667 -0.415777 0.221650 -0.881745 -0.889630 -0.491706 -0.542332 -0.002088 -0.744547
0.697144 0.470756 -0.598287 -0.841529 -0.801471 -0.313091 -0.373480 0.070833 -0.243086
0.803985 -0.771641 -0.448973 0.832853 0.747798 0.959650 -0.866365 0.694702 0.596355
0.357560 -0.055962 0.927273 0.065586 0.583324 0.870748 0.346355 -0.128649 -0.549081
-0.170619 -0.599121 0.111240 -0.765755 0.541076 -0.959209 -0.262753 0.613129 -0.657106
-0.137761 -0.009088 0.622428 -0.847280 -0.531575 -0.103882 0.474094 -0.023773 -0.100281
0.667026 0.956826 -0.504056 0.117899 0.882340 0.043127 0.657628 -0.364954 0.094762
0.656411 -0.052201 -0.797105 0.142006 -0.419494 0.495155 0.608829 0.131334 -0.011023
0.262811 0.600051 0.220738 -0.839182 -0.039377 -0.065265 0.539903 0.731644 -0.062132
-0.504855 0.101597 0.079930 0.252611 -0.080782 -0.821903 0.266266 0.277664 0.341817
0.274356 -0.714044 -0.344495 -0.561791 0.096688 -0.626704 -0.110704 0.185761 0.051544
-0.471549 -0.088047 0.787108 0.700078 0.511206 -0.685881 -0.988732 0.783352 -0.219254
0.002429 0.182883 0.492294 -0.693811 0.597216 0.959251 -0.003978 0.660496 0.111405
-0.422356 -0.654610 -0.152450 0.633391 0.008377 0.159844 0.491073 -0.572071 -0.325784
0.735661 0.744508 0.282068 0.902554 0.421025 -0.298572 -0.309094 -0.155172 0.151535
0.119415 -0.195466 0.794209 -0.900894 -0.927541 0.915287 -0.879300 -0.806752 -0.351283
-0.377177 0.940496 -0.179814 -0.548214 0.114621 -0.576912 0.970270 0.629965 0.331055
-0.600415 -0.550142 -0.886183 0.516682 -0.710620 -0.949343 -0.564712 -0.934693 0.628301
0.323376 0.384714 -0.840264 0.071367 -0.491198 -0.005226 -0.473487 0.007945 -0.115236
-0.651029 -0.764816 0.874486 0.354614 0.962625 0.025548 0.534166 0.550539 -0.470842
0.306177 -0.090753 -0.957734 -0.786198 0.914567 0.691096 0.289476 -0.704265 -0.052605
0.306666 0.714194 0.678996 0.449185 -0.837180 0.352045 -0.077060 -0.216777 -0.831288
-0.075148 0.593825 0.942540 -0.860040 0.999999 -0.223871 -0.597631 -0.167386 -0.152279
-0.718101 -0.354527 0.862370 -0.010938 0.313333 0.933269 -0.704836 -0.397731 -0.314061
0.512442 -0.169632 -0.647197 -0.444720 -0.710529 -0.421091 0.783548 -0.310631 -0.058858
0.745125 -0.904278 -0.426488 -0.392454 -0.945333 0.225772 0.654486 0.423188 0.174426
-0.837404 0.901001 0.796348 -0.276208 -0.904430 -0.521919 -0.207144 0.106666 -0.082273
-0.476944 -0.225019 -0.224412 0.777120 0.491802 0.015301 0.353483 0.462080 0.297697
-0.663525 0.282149 0.889823 -0.310638 0.497740 0.932963 -0.470400 -0.746326 -0.779828
-0.290515 -0.434792 0.726401 0.309855 0.295839 0.444780 0.406588 -0.576765 -0.587252
0.427766 0.923188 0.242274 -0.810746 -0.704927 -0.509558 -0.051919 -0.995275 -0.509292
-0.304405 0.638325 0.019451 0.018216 -0.815652 -0.281381 0.875165 0.603995 -0.393585
0.990691 -0.675159 -0.748004 -0.626581 0.432004 -0.230803 0.250747 0.546817 0.555976
0.088677 -0.612005 -0.585891 0.158264 -0.419345 -0.358101 -0.907725 0.321070 0.501892
-0.954562 0.733559 -0.122790 0.311301 0.462312 0.649822 -0.709245 -0.863346 0.075617
0.603834 -0.192797 0.751725 -0.519234 0.921001 0.811179 0.696621 0.193307 -0.497589
0.655262 -0.198894 -0.153559 -0.310441 -0.706999 0.098501 -0.140278 -0.496660 -0.195773
0.953252 -0.675800 -0.357267 -0.383518 0.356659 0.948354 0.019286 0.281508 0.481614
0.887450 0.623143 0.134851 -0.148884 -0.617610 -0.938762 -0.563472 0.738697 -0.031078
-0.956919 0.188983 0.673686 -0.065027 0.560671 -0.218279 0.374855 0.719855 -0.089057
0.990568 -0.156524 0.330432 0.814178 -0.143818 0.088441 0.681904 0.294891 -0.688154
0.035926 -0.613185 -0.404310 0.299138 0.748464 -0.097555 0.556801 -0.509206 -0.018135
0.525245 0.906751 -0.476320 -0.864122 -0.223660 0.606604 0.228492 -0.425363 0.185587
-0.093754 0.393187 -0.677672 -0.757631 0.991894 0.625168 -0.901908 -0.358752 0.664104
-0.853349 -0.363416 -0.595858 0.398632 0.660577 0.564072 -0.962436 0.293720 0.836319
0.958310 0.200952 0.571999 -0.359638 0.387727 -0.338712 -0.894831 0.807126 -0.718587
-0.101065 0.999792 -0.635836 -0.932537 -0.506621 0.437200 -0.015472 -0.080359 0.079338
0.279388 0.023628 0.493744 -0.186492 -0.244347 0.111968 -0.642133 -0.401906 -0.129454
0.098830 0.960570 0.212265 0.086755 -0.656400 -0.760064 0.491617 -0.437315 -0.222896
-0.335722 0.867171 -0.326659 0.890369 0.694406 0.455601 0.840746 0.906618 -0.159276
0.680406 -0.769138 0.525405 0.387436 -0.686864 -0.685808 -0.155688 0.761133 -0.146847
-0.495887 0.017635 0.313013 0.621402 0.745411 0.183503 -0.937497 -0.481129 0.108228
0.988851 0.239318 0.858171 -0.523956 0.465374 -0.753417 0.985541 -0.892755 -0.365275
-0.822402 -0.225142 0.780670 0.355239 0.365186 0.154192 -0.911777 0.302502 0.048324
-0.339492 0.227535 0.294950 -0.317402 0.692943 0.728382 -0.792141 -0.681518 0.222568
-0.665589 -0.261072 -0.716831 0.664433 0.726917 0.857719 -0.357854 -0.203732 0.642335
-0.988602 0.391541 -0.705425 0.435668 -0.322321 0.125415 -0.268554 -0.321893 -0.143177
0.537872 -0.028962 0.977015 0.964550 0.969068 -0.819106 0.385811 -0.696451 -0.220152
0.122991 -0.861409 0.068873 0.688450 -0.934084 0.379819 0.799104 -0.994373 0.093799
-0.278981 -0.653440 -0.164685 -0.046720 0.137434 -0.051777 0.065720 -0.248013 0.647520
0.262502 0.392705 0.655414 0.372612 -0.739984 -0.179959 -0.244078 0.036847 -0.158572
0.310047 -0.473750 -0.753384 -0.428649 0.050862 -0.019547 -0.306897 -0.062431 0.485361
0.868066 0.006441 -0.862050 -0.957010 0.351635 0.880569 0.437463 0.195906 0.223352
-0.717626 0.123712 0.742524 0.643993 0.968166 0.068560 0.804376 -0.847551 -0.673938
0.496512 0.925381 -0.787314 -0.974276 -0.079303 -0.151050 0.661021 -0.536343 0.163842
-0.980426 -0.503075 0.763156 0.548907 0.945264 -0.275640 -0.380839 -0.146942 0.064482
-0.067911 -0.621930 -0.045302 -0.509179 -0.957727 0.254247 -0.543992 -0.592403 -0.230233
-0.544868 -0.055606 -0.978961 0.636120 0.827050 -0.039769 -0.279968 0.386802 0.755706
-0.166242 -0.620450 -0.057070 0.752752 0.417772 -0.395815 0.579574 -0.956383 -0.428521
0.923506 0.815774 -0.766170 0.286800 0.416791 0.946488 0.937873 -0.250782 -0.234328
0.993038 -0.525031 0.114765 -0.149152 -0.079635 -0.304071 0.044590 -0.482636 0.226206
-0.463504 0.390669 -0.908159 -0.582358 -0.640315 0.523715 0.669807 -0.206110 0.417984
-0.781024 -0.691907 -0.154208 -0.851603 0.995365 -0.159588 -0.734678 -0.255264 0.210171
